index,Year,NOC,Golds Prediction,Gold_lower_bound,Gold_upper_bound,Silvers Prediction,Silver_lower_bound,Silver_upper_bound,Bronzes Prediction,Bronze_lower_bound,Bronze_upper_bound,Medals Prediction,Medals_lower_bound,Medals_upper_bound,Host,Athletes,Females,Sports,Events,Athletes per Event,Gold_Lag1,Silver_Lag1,Bronze_Lag1,Athletes_Lag1,Females_Lag1,Sports_Lag1,Events_Lag1,Athletes per Event_Lag1,Gold_Lag2,Silver_Lag2,Bronze_Lag2,Athletes_Lag2,Females_Lag2,Sports_Lag2,Events_Lag2,Athletes per Event_Lag2,Gold_Lag3,Silver_Lag3,Bronze_Lag3,Athletes_Lag3,Females_Lag3,Sports_Lag3,Events_Lag3,Athletes per Event_Lag3,Gold_Lag4,Silver_Lag4,Bronze_Lag4,Athletes_Lag4,Females_Lag4,Sports_Lag4,Events_Lag4,Athletes per Event_Lag4,Gold_Lag5,Silver_Lag5,Bronze_Lag5,Athletes_Lag5,Females_Lag5,Sports_Lag5,Events_Lag5,Athletes per Event_Lag5,Gold_Lag6,Silver_Lag6,Bronze_Lag6,Athletes_Lag6,Females_Lag6,Sports_Lag6,Events_Lag6,Athletes per Event_Lag6,Gold_Lag7,Silver_Lag7,Bronze_Lag7,Athletes_Lag7,Females_Lag7,Sports_Lag7,Events_Lag7,Athletes per Event_Lag7,Gold_Lag8,Silver_Lag8,Bronze_Lag8,Athletes_Lag8,Females_Lag8,Sports_Lag8,Events_Lag8,Athletes per Event_Lag8,Gold_Lag9,Silver_Lag9,Bronze_Lag9,Athletes_Lag9,Females_Lag9,Sports_Lag9,Events_Lag9,Athletes per Event_Lag9,NOC_AFG,NOC_ALB,NOC_ALG,NOC_ANT,NOC_ARG,NOC_ARM,NOC_AUS,NOC_AUT,NOC_AZE,NOC_BAH,NOC_BDI,NOC_BEL,NOC_BER,NOC_BLR,NOC_BOH,NOC_BRA,NOC_BRN,NOC_BUL,NOC_CAN,NOC_CHN,NOC_CIV,NOC_CMR,NOC_COL,NOC_CPV,NOC_CRC,NOC_CUB,NOC_CYP,NOC_CZE,NOC_DEN,NOC_DJI,NOC_DMA,NOC_DOM,NOC_ECU,NOC_EGY,NOC_ESP,NOC_EST,NOC_ETH,NOC_EUN,NOC_FIN,NOC_FRA,NOC_FRG,NOC_GAB,NOC_GBR,NOC_GDR,NOC_GEO,NOC_GER,NOC_GHA,NOC_GRE,NOC_HAI,NOC_HKG,NOC_HUN,NOC_INA,NOC_IND,NOC_IOA,NOC_IRL,NOC_ISL,NOC_ISR,NOC_ITA,NOC_JAM,NOC_JOR,NOC_JPN,NOC_KAZ,NOC_KEN,NOC_KGZ,NOC_KOR,NOC_KOS,NOC_KSA,NOC_KUW,NOC_LAT,NOC_LCA,NOC_LTU,NOC_LUX,NOC_MAR,NOC_MAS,NOC_MDA,NOC_MEX,NOC_MGL,NOC_MKD,NOC_MNE,NOC_MOZ,NOC_NAM,NOC_NED,NOC_NGR,NOC_NOR,NOC_NZL,NOC_PAK,NOC_PAN,NOC_PER,NOC_PHI,NOC_POL,NOC_POR,NOC_PRK,NOC_PUR,NOC_QAT,NOC_ROC,NOC_ROU,NOC_RSA,NOC_RUS,NOC_SAM,NOC_SEN,NOC_SGP,NOC_SMR,NOC_SRB,NOC_SUI,NOC_SUR,NOC_SVK,NOC_SWE,NOC_SYR,NOC_TCH,NOC_THA,NOC_TJK,NOC_TKM,NOC_TOG,NOC_TPE,NOC_TTO,NOC_TUN,NOC_TUR,NOC_UGA,NOC_UKR,NOC_URS,NOC_USA,NOC_UZB,NOC_VEN,NOC_VIE,NOC_YUG,NOC_ZAM,NOC_ZIM
36,2028,ISR,1.3399506821213452,0.14007112520105888,2.8977989836888995,1.6084326953165031,0.44819949693192623,3.2383217563334137,2.583823227358189,1.3635783839900502,3.525707956812113,5.532206604796038,1.9518490061230351,9.661828696834426,0,75.33333333333333,31.0,18.333333333333332,60.333333333333336,1.249,2.0,0.0,2.0,90.0,35.0,19.0,68.0,1.324,0.0,0.0,2.0,47.0,25.0,16.0,45.0,1.044,0.0,0.0,1.0,43.0,20.0,12.0,47.0,0.915,0.0,0.0,1.0,39.0,10.0,9.0,43.0,0.907,0.0,0.0,1.0,25.0,7.0,10.0,26.0,0.962,0.0,1.0,1.0,30.0,5.0,10.0,42.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,2028,COL,1.2149143080744587,-1.2065923394153244,2.672762296725352,2.0946531760265583,-0.45408562570603694,3.253623014903064,1.819862855634018,-0.8610325678917385,2.8477520911046654,5.129430339735035,-2.5217105330131,8.77413740273308,0,100.0,47.666666666666664,21.666666666666668,67.33333333333333,1.485,0.0,4.0,1.0,69.0,22.0,20.0,56.0,1.232,3.0,2.0,3.0,143.0,70.0,21.0,85.0,1.682,1.0,3.0,5.0,101.0,56.0,19.0,81.0,1.247,0.0,2.0,1.0,67.0,24.0,16.0,74.0,0.905,1.0,0.0,0.0,44.0,19.0,13.0,45.0,0.978,0.0,0.0,1.0,49.0,3.0,11.0,31.0,1.581,0.0,0.0,1.0,40.0,6.0,10.0,34.0,1.176,0.0,1.0,0.0,39.0,3.0,8.0,34.0,1.147,0.0,1.0,2.0,59.0,4.0,8.0,39.0,1.513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,2028,GRE,1.5087499124226005,-0.17255959618490563,4.670442892840239,1.4236181560799208,0.24706586234226596,4.415851654922272,2.148575991620354,0.9599085477078181,5.020634511231414,5.080944060122875,1.0344148138651783,14.106929058993924,0,91.33333333333333,37.666666666666664,17.666666666666668,59.0,1.548,2.0,1.0,1.0,82.0,36.0,20.0,58.0,1.414,3.0,1.0,2.0,92.0,36.0,16.0,65.0,1.415,0.0,0.0,2.0,102.0,37.0,20.0,76.0,1.342,0.0,2.0,1.0,152.0,70.0,23.0,105.0,1.448,4.0,6.0,3.0,140.0,58.0,23.0,114.0,1.228,4.0,4.0,0.0,121.0,34.0,18.0,94.0,1.287,2.0,0.0,0.0,70.0,14.0,17.0,53.0,1.321,0.0,0.0,1.0,56.0,12.0,12.0,43.0,1.302,0.0,1.0,1.0,63.0,4.0,11.0,49.0,1.286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,2028,MEX,0.7028252649785913,-1.4121596811287118,2.421953428984031,1.3720463091172848,-1.39217374536594,2.6689784807905568,1.929387406744382,-0.9638007168116195,3.092684082305808,4.004258980840258,-3.768134143306271,8.183615992080396,0,130.66666666666666,57.333333333333336,29.0,83.33333333333333,1.568,0.0,0.0,4.0,162.0,65.0,31.0,87.0,1.862,0.0,3.0,2.0,122.0,44.0,27.0,80.0,1.525,1.0,3.0,4.0,99.0,37.0,23.0,75.0,1.32,2.0,0.0,2.0,83.0,40.0,23.0,73.0,1.137,1.0,2.0,3.0,78.0,26.0,19.0,67.0,1.164,0.0,0.0,1.0,97.0,27.0,19.0,57.0,1.702,0.0,1.0,0.0,102.0,26.0,18.0,71.0,1.437,0.0,0.0,2.0,81.0,17.0,17.0,82.0,0.988,2.0,3.0,1.0,98.0,22.0,18.0,87.0,1.126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,2028,TUN,1.5299096904499456,0.18039709371937296,3.858340580629378,0.9100518361578716,-0.006728872961124519,2.666515884450843,1.381658418063731,-0.04163508186585794,2.8044612898549692,3.821619944671548,0.13203313889239052,9.32931775493519,0,50.0,21.0,16.333333333333332,42.0,1.19,1.0,1.0,0.0,63.0,29.0,17.0,50.0,1.26,0.0,0.0,3.0,61.0,20.0,17.0,47.0,1.298,2.0,0.0,1.0,83.0,20.0,17.0,50.0,1.66,1.0,0.0,0.0,26.0,12.0,10.0,28.0,0.929,0.0,0.0,1.0,51.0,6.0,9.0,24.0,2.125,0.0,1.0,0.0,35.0,0.0,5.0,11.0,3.182,1.0,0.0,1.0,7.0,0.0,2.0,7.0,1.0,0.0,1.0,1.0,9.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,2028,DOM,0.8958440436038488,-0.2921059922899673,1.9265129600581663,1.733641189249651,0.5711830779435192,2.807193188161157,1.156163696729807,0.16345209215264922,1.9925135490057797,3.785648929583307,0.4425291778062011,6.726219697225103,0,50.333333333333336,19.0,11.666666666666666,26.666666666666668,1.888,0.0,3.0,2.0,66.0,24.0,11.0,31.0,2.129,0.0,0.0,1.0,26.0,8.0,11.0,22.0,1.182,1.0,1.0,0.0,33.0,20.0,10.0,21.0,1.571,1.0,1.0,0.0,24.0,6.0,9.0,21.0,1.143,0.0,0.0,1.0,19.0,4.0,7.0,20.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,2028,AUT,0.10058108166097224,-1.9887947144570244,1.5163226947978865,1.3293898851918393,-0.18715034762375085,3.270167733895872,2.345270144132538,0.6365472258792649,4.105683425024393,3.7752411109853496,-1.5393978362015104,8.892173853718152,0,77.0,36.666666666666664,24.333333333333332,69.0,1.116,1.0,1.0,5.0,76.0,39.0,24.0,70.0,1.086,0.0,0.0,1.0,71.0,34.0,23.0,61.0,1.164,0.0,1.0,2.0,70.0,30.0,16.0,62.0,1.129,2.0,1.0,0.0,92.0,37.0,17.0,68.0,1.353,0.0,1.0,2.0,72.0,16.0,15.0,53.0,1.358,0.0,2.0,0.0,102.0,31.0,17.0,68.0,1.5,1.0,0.0,0.0,73.0,7.0,17.0,62.0,1.177,1.0,1.0,1.0,102.0,31.0,18.0,72.0,1.417,0.0,0.0,1.0,60.0,6.0,15.0,44.0,1.364,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,2028,TPE,0.7411021577430068,-1.245013099126506,3.4411276432814373,0.398149133032351,-1.6423645723438813,2.83386787478956,2.5910435332362147,0.8170236355650207,5.559467939227698,3.7302948240115725,-2.0703540359053667,11.834463457298696,0,61.0,32.666666666666664,17.666666666666668,51.333333333333336,1.188,2.0,4.0,6.0,68.0,35.0,18.0,61.0,1.115,1.0,0.0,2.0,55.0,29.0,18.0,46.0,1.196,1.0,0.0,1.0,44.0,25.0,14.0,40.0,1.1,1.0,1.0,2.0,79.0,36.0,15.0,41.0,1.927,0.0,1.0,4.0,55.0,34.0,14.0,59.0,0.932,0.0,1.0,0.0,74.0,42.0,14.0,63.0,1.175,0.0,1.0,0.0,31.0,8.0,7.0,15.0,2.067,0.0,0.0,1.0,38.0,7.0,12.0,40.0,0.95,0.0,0.0,1.0,43.0,8.0,8.0,57.0,0.754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61,2028,POR,0.3473518847340302,-0.8043124196359696,1.9723988798542085,1.2616996634929305,0.4918086185868599,3.5453403844175573,1.9880964566462445,0.8885862299602333,3.768279730449609,3.597148004873205,0.5760824289111237,9.286018994721374,0,86.0,34.0,19.333333333333332,63.666666666666664,1.351,1.0,1.0,2.0,93.0,36.0,22.0,65.0,1.431,0.0,0.0,1.0,90.0,29.0,17.0,61.0,1.475,0.0,1.0,0.0,76.0,32.0,14.0,75.0,1.013,1.0,1.0,0.0,77.0,26.0,16.0,65.0,1.185,0.0,0.0,2.0,61.0,13.0,13.0,50.0,1.22,1.0,0.0,1.0,106.0,23.0,18.0,79.0,1.342,1.0,0.0,0.0,65.0,10.0,14.0,59.0,1.102,1.0,0.0,2.0,38.0,9.0,11.0,32.0,1.188,0.0,2.0,0.0,19.0,0.0,6.0,27.0,0.704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,2028,SVK,1.4425649122452784,0.2068106490876514,4.6646959864246424,1.2905182886519544,0.1903924223149027,3.263514117780377,0.6901109714965128,-0.7972889448883109,2.8962242571247008,3.4231941723937456,-0.40008587348575686,10.82443436132972,0,40.0,15.666666666666666,13.0,40.666666666666664,0.984,1.0,2.0,1.0,41.0,14.0,14.0,42.0,0.976,2.0,2.0,0.0,51.0,19.0,12.0,49.0,1.041,0.0,1.0,3.0,47.0,21.0,11.0,52.0,0.904,3.0,3.0,0.0,57.0,22.0,14.0,54.0,1.056,1.0,3.0,1.0,108.0,27.0,16.0,63.0,1.714,1.0,1.0,1.0,71.0,13.0,14.0,69.0,1.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,2028,ECU,1.323531680347791,0.07040025076530383,2.378117058438133,1.2328015864402557,0.04874421830167599,2.140849967172149,0.6697843612922627,-0.30610543672099877,1.7752066133224371,3.2261176280803094,-0.18696096765401896,6.294173638932719,0,43.5,27.0,15.5,33.5,1.299,2.0,1.0,0.0,47.0,30.0,17.0,35.0,1.343,0.0,1.0,0.0,25.0,8.0,9.0,23.0,1.087,1.0,0.0,0.0,19.0,2.0,7.0,18.0,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,2028,UGA,1.1821527101326388,0.426540087314696,2.3379442929549468,0.9495068067378565,0.4287221688074848,2.2781965966344315,0.9950515251644743,0.1394680214466933,2.447732999468461,3.1267110420349695,0.994730277568874,7.063873889057839,0,25.0,13.0,4.0,17.0,1.471,2.0,1.0,1.0,25.0,13.0,4.0,18.0,1.389,1.0,0.0,0.0,15.0,4.0,4.0,12.0,1.25,0.0,0.0,1.0,10.0,3.0,4.0,9.0,1.111,1.0,1.0,0.0,33.0,2.0,3.0,19.0,1.737,0.0,1.0,1.0,11.0,0.0,2.0,14.0,0.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,2028,INA,0.5103778940853303,-0.6824571665088636,2.6790372072832023,1.2021593978337783,0.4553724725916428,3.6469123133153323,1.351379529276949,0.3151218052801896,3.6402651528778223,3.0639168211960577,0.08803711136296888,9.966214673476356,0,28.333333333333332,12.0,9.0,22.666666666666668,1.25,1.0,1.0,3.0,28.0,12.0,8.0,23.0,1.217,1.0,2.0,0.0,28.0,11.0,7.0,20.0,1.4,0.0,2.0,1.0,22.0,9.0,8.0,16.0,1.375,1.0,1.0,4.0,24.0,9.0,7.0,17.0,1.412,1.0,3.0,2.0,47.0,20.0,12.0,32.0,1.469,1.0,1.0,2.0,40.0,17.0,11.0,23.0,1.739,2.0,2.0,1.0,42.0,15.0,10.0,31.0,1.355,0.0,1.0,0.0,29.0,6.0,11.0,32.0,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,2028,THA,1.0177820872430345,-0.29575739424705727,2.3948212262995163,0.6790498790369712,-0.8091553881388427,1.5495570392557023,1.3173208085777959,-0.1421555435484744,2.110434609366092,3.0141527748578016,-1.2470683259343744,6.054812874921311,0,49.0,27.333333333333332,16.0,41.0,1.195,1.0,0.0,1.0,41.0,26.0,15.0,33.0,1.242,2.0,2.0,2.0,54.0,28.0,15.0,45.0,1.2,0.0,2.0,2.0,37.0,18.0,15.0,37.0,1.0,2.0,2.0,2.0,47.0,25.0,12.0,43.0,1.093,1.0,0.0,2.0,52.0,18.0,11.0,51.0,1.02,1.0,0.0,1.0,37.0,12.0,10.0,42.0,0.881,0.0,0.0,1.0,46.0,23.0,9.0,47.0,0.979,0.0,0.0,1.0,14.0,2.0,4.0,12.0,1.167,0.0,1.0,0.0,35.0,10.0,5.0,25.0,1.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,2028,HKG,0.6498884071217153,-0.7618659762718478,1.9652587367422414,0.9981419238009996,-0.0022341261345025657,2.262628457527643,1.3516872633446853,0.19212352418700862,2.5506030092023373,2.9997175942674,-0.5719765782193418,6.778490203472222,0,39.0,22.5,14.0,33.5,1.164,1.0,2.0,3.0,44.0,27.0,15.0,35.0,1.257,0.0,0.0,1.0,41.0,20.0,13.0,44.0,0.932,1.0,0.0,0.0,22.0,9.0,10.0,25.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2028,PRK,1.1365880346049866,-0.16726485011385378,4.269885318459854,0.3720124042386801,-0.1579539646555551,4.247143108525893,1.4432613929853804,0.2674083234765681,4.428454472761075,2.951861831829047,-0.05781049129284077,12.945482899746821,0,22.0,14.5,8.0,22.0,1.0,2.0,3.0,2.0,30.0,19.0,9.0,28.0,1.071,4.0,0.0,2.0,51.0,36.0,11.0,27.0,1.889,2.0,2.0,2.0,58.0,37.0,12.0,38.0,1.526,0.0,1.0,3.0,31.0,17.0,10.0,34.0,0.912,2.0,1.0,2.0,24.0,9.0,9.0,25.0,0.96,4.0,0.0,5.0,64.0,28.0,12.0,53.0,1.208,1.0,1.0,0.0,38.0,2.0,8.0,21.0,1.81,1.0,1.0,3.0,37.0,14.0,10.0,23.0,1.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,2028,MAS,0.5995315883999388,-0.22551524143048896,2.814471130027488,1.0960887798654437,-0.33916590212656106,3.019136386376649,1.1094203648164966,0.33646444461615344,2.7305178082047084,2.805040733081879,-0.22821669894089658,8.564125324608845,0,29.333333333333332,15.333333333333334,10.333333333333334,29.666666666666668,0.989,0.0,1.0,1.0,30.0,18.0,10.0,37.0,0.811,0.0,4.0,1.0,32.0,15.0,10.0,29.0,1.103,0.0,1.0,1.0,28.0,13.0,9.0,25.0,1.12,0.0,1.0,0.0,31.0,14.0,10.0,29.0,1.069,0.0,1.0,1.0,35.0,3.0,8.0,21.0,1.667,0.0,0.0,1.0,26.0,0.0,6.0,11.0,2.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
