index,Year,NOC,Golds Prediction,Gold_lower_bound,Gold_upper_bound,Silvers Prediction,Silver_lower_bound,Silver_upper_bound,Bronzes Prediction,Bronze_lower_bound,Bronze_upper_bound,Medals Prediction,Medals_lower_bound,Medals_upper_bound,Host,Athletes,Females,Sports,Events,Athletes per Event,Gold_Lag1,Silver_Lag1,Bronze_Lag1,Athletes_Lag1,Females_Lag1,Sports_Lag1,Events_Lag1,Athletes per Event_Lag1,Gold_Lag2,Silver_Lag2,Bronze_Lag2,Athletes_Lag2,Females_Lag2,Sports_Lag2,Events_Lag2,Athletes per Event_Lag2,Gold_Lag3,Silver_Lag3,Bronze_Lag3,Athletes_Lag3,Females_Lag3,Sports_Lag3,Events_Lag3,Athletes per Event_Lag3,Gold_Lag4,Silver_Lag4,Bronze_Lag4,Athletes_Lag4,Females_Lag4,Sports_Lag4,Events_Lag4,Athletes per Event_Lag4,Gold_Lag5,Silver_Lag5,Bronze_Lag5,Athletes_Lag5,Females_Lag5,Sports_Lag5,Events_Lag5,Athletes per Event_Lag5,Gold_Lag6,Silver_Lag6,Bronze_Lag6,Athletes_Lag6,Females_Lag6,Sports_Lag6,Events_Lag6,Athletes per Event_Lag6,Gold_Lag7,Silver_Lag7,Bronze_Lag7,Athletes_Lag7,Females_Lag7,Sports_Lag7,Events_Lag7,Athletes per Event_Lag7,Gold_Lag8,Silver_Lag8,Bronze_Lag8,Athletes_Lag8,Females_Lag8,Sports_Lag8,Events_Lag8,Athletes per Event_Lag8,Gold_Lag9,Silver_Lag9,Bronze_Lag9,Athletes_Lag9,Females_Lag9,Sports_Lag9,Events_Lag9,Athletes per Event_Lag9,NOC_AFG,NOC_ALB,NOC_ALG,NOC_ANT,NOC_ARG,NOC_ARM,NOC_AUS,NOC_AUT,NOC_AZE,NOC_BAH,NOC_BDI,NOC_BEL,NOC_BER,NOC_BLR,NOC_BOH,NOC_BRA,NOC_BRN,NOC_BUL,NOC_CAN,NOC_CHN,NOC_CIV,NOC_CMR,NOC_COL,NOC_CPV,NOC_CRC,NOC_CUB,NOC_CYP,NOC_CZE,NOC_DEN,NOC_DJI,NOC_DMA,NOC_DOM,NOC_ECU,NOC_EGY,NOC_ESP,NOC_EST,NOC_ETH,NOC_EUN,NOC_FIN,NOC_FRA,NOC_FRG,NOC_GAB,NOC_GBR,NOC_GDR,NOC_GEO,NOC_GER,NOC_GHA,NOC_GRE,NOC_HAI,NOC_HKG,NOC_HUN,NOC_INA,NOC_IND,NOC_IOA,NOC_IRL,NOC_ISL,NOC_ISR,NOC_ITA,NOC_JAM,NOC_JOR,NOC_JPN,NOC_KAZ,NOC_KEN,NOC_KGZ,NOC_KOR,NOC_KOS,NOC_KSA,NOC_KUW,NOC_LAT,NOC_LCA,NOC_LTU,NOC_LUX,NOC_MAR,NOC_MAS,NOC_MDA,NOC_MEX,NOC_MGL,NOC_MKD,NOC_MNE,NOC_MOZ,NOC_NAM,NOC_NED,NOC_NGR,NOC_NOR,NOC_NZL,NOC_PAK,NOC_PAN,NOC_PER,NOC_PHI,NOC_POL,NOC_POR,NOC_PRK,NOC_PUR,NOC_QAT,NOC_ROC,NOC_ROU,NOC_RSA,NOC_RUS,NOC_SAM,NOC_SEN,NOC_SGP,NOC_SMR,NOC_SRB,NOC_SUI,NOC_SUR,NOC_SVK,NOC_SWE,NOC_SYR,NOC_TCH,NOC_THA,NOC_TJK,NOC_TKM,NOC_TOG,NOC_TPE,NOC_TTO,NOC_TUN,NOC_TUR,NOC_UGA,NOC_UKR,NOC_URS,NOC_USA,NOC_UZB,NOC_VEN,NOC_VIE,NOC_YUG,NOC_ZAM,NOC_ZIM
18,2028,CZE,3.5136589142901404,1.3115487601286313,6.876055873550398,3.057557333961638,1.1677572946865955,5.802577891279852,3.251183678207269,0.398065798061699,5.556423810922988,9.822399926459047,2.8773718528769257,18.23505757575324,0,110.0,44.0,24.333333333333332,91.66666666666667,1.2,4.0,4.0,3.0,115.0,41.0,26.0,89.0,1.292,1.0,2.0,7.0,104.0,42.0,20.0,92.0,1.13,4.0,4.0,3.0,133.0,65.0,21.0,99.0,1.343,3.0,3.0,1.0,134.0,59.0,21.0,105.0,1.276,2.0,3.0,3.0,119.0,33.0,20.0,96.0,1.24,4.0,3.0,4.0,115.0,39.0,17.0,110.0,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,2028,SUI,2.65486293494882,1.1801221840365286,5.111545987403777,3.690435748337437,2.1728319103167175,5.9608316974502795,3.3849448294419417,1.5913967245247016,5.048695010053406,9.7302435127282,4.944350818877948,16.12107269490746,0,118.33333333333333,56.0,21.333333333333332,90.0,1.315,3.0,4.0,6.0,116.0,57.0,25.0,96.0,1.208,3.0,2.0,2.0,102.0,45.0,17.0,80.0,1.275,2.0,2.0,0.0,98.0,28.0,19.0,71.0,1.38,2.0,1.0,4.0,83.0,36.0,20.0,75.0,1.107,1.0,6.0,2.0,102.0,38.0,19.0,82.0,1.244,4.0,3.0,0.0,115.0,43.0,17.0,83.0,1.386,1.0,0.0,0.0,102.0,29.0,17.0,80.0,1.275,0.0,2.0,2.0,99.0,27.0,17.0,83.0,1.193,0.0,4.0,4.0,129.0,27.0,18.0,91.0,1.418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,2028,ROU,2.9548553984526205,-1.8808854486823623,7.244439567757344,3.8960682355634564,-0.4985898725956544,7.615907249914451,2.7065976589043212,-2.238850218969013,4.991510811676588,9.557521292920399,-4.61832554024703,19.851857629348384,0,98.33333333333333,51.0,17.0,58.666666666666664,1.676,1.0,3.0,0.0,104.0,45.0,18.0,57.0,1.825,1.0,1.0,2.0,95.0,61.0,15.0,62.0,1.532,2.0,4.0,1.0,105.0,50.0,15.0,75.0,1.4,4.0,1.0,4.0,101.0,61.0,16.0,80.0,1.262,11.0,6.0,9.0,145.0,74.0,16.0,116.0,1.25,4.0,7.0,9.0,165.0,67.0,18.0,122.0,1.352,4.0,6.0,8.0,173.0,68.0,18.0,128.0,1.352,7.0,11.0,6.0,68.0,36.0,10.0,59.0,1.153,20.0,16.0,17.0,124.0,53.0,13.0,86.0,1.442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,2028,CUB,4.7080244596864995,2.004094732995258,9.763273501587655,1.8623559773566094,-0.6206233416001364,5.431009198930518,2.635020863383423,-0.06502871155298952,5.895216599816449,9.205401300426532,1.3184426798421323,21.089499300334623,0,82.33333333333333,31.333333333333332,16.666666666666668,71.66666666666667,1.149,7.0,3.0,5.0,69.0,33.0,15.0,64.0,1.078,5.0,2.0,4.0,117.0,34.0,19.0,99.0,1.182,5.0,3.0,7.0,109.0,44.0,14.0,86.0,1.267,3.0,10.0,17.0,158.0,56.0,18.0,102.0,1.549,11.0,11.0,7.0,229.0,82.0,24.0,135.0,1.696,9.0,8.0,8.0,164.0,53.0,15.0,84.0,1.952,14.0,6.0,11.0,176.0,50.0,16.0,90.0,1.956,6.0,4.0,3.0,156.0,24.0,14.0,76.0,2.053,3.0,1.0,4.0,137.0,28.0,14.0,69.0,1.986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,2028,KAZ,2.3678351748638935,-0.0037921600861510777,6.465970710895575,2.268758806823011,-0.3598190878185735,5.709427058116249,4.495867432319952,0.39740895896874123,8.235625266188524,9.132461414006857,0.03379771106401663,20.411023035200348,0,92.33333333333333,34.666666666666664,22.333333333333332,87.33333333333333,1.057,0.0,0.0,8.0,97.0,33.0,25.0,82.0,1.183,2.0,5.0,10.0,101.0,46.0,19.0,98.0,1.031,3.0,2.0,6.0,113.0,40.0,19.0,106.0,1.066,2.0,3.0,4.0,130.0,70.0,19.0,106.0,1.226,3.0,4.0,0.0,130.0,44.0,17.0,104.0,1.25,3.0,4.0,4.0,96.0,24.0,14.0,99.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,2028,RSA,2.4240040753654437,0.3447350659876886,4.475444741375731,3.1400027007666926,1.4534557553920973,5.21416944138531,3.1839530379700407,0.9226188026322186,5.017584090689417,8.747959814102177,2.7208096240120048,14.707198273450459,0,152.33333333333334,55.666666666666664,20.666666666666668,69.66666666666667,2.187,1.0,2.0,0.0,181.0,62.0,23.0,73.0,2.479,2.0,6.0,2.0,135.0,42.0,15.0,70.0,1.929,4.0,1.0,1.0,124.0,56.0,17.0,65.0,1.908,0.0,1.0,0.0,134.0,59.0,20.0,89.0,1.506,0.0,2.0,3.0,127.0,38.0,17.0,68.0,1.868,3.0,1.0,1.0,84.0,20.0,14.0,62.0,1.355,0.0,2.0,0.0,93.0,25.0,19.0,87.0,1.069,0.0,0.0,4.0,50.0,6.0,10.0,50.0,1.0,2.0,4.0,4.0,64.0,4.0,13.0,59.0,1.085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,2028,UZB,2.639000793399628,1.0513317887152207,5.420675494093602,1.8359176155071526,0.7824190102534725,4.065604703149507,3.993753686999294,2.206402806935426,6.850128572816213,8.468672095906076,4.040153605904119,16.33640877005932,0,75.0,28.0,16.0,68.66666666666667,1.092,3.0,0.0,2.0,67.0,30.0,16.0,69.0,0.971,4.0,2.0,7.0,70.0,23.0,15.0,69.0,1.014,0.0,0.0,3.0,53.0,17.0,14.0,52.0,1.019,0.0,1.0,3.0,56.0,15.0,14.0,67.0,0.836,1.0,1.0,2.0,70.0,18.0,12.0,69.0,1.014,0.0,1.0,1.0,71.0,8.0,12.0,70.0,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,2028,BEL,1.9095054118163315,0.3328807077423478,4.0749480263958135,3.3993205830703026,2.467699248735989,6.320675157428478,3.068098837409196,1.574126696886347,5.01460666618211,8.376924832295831,4.374706653364683,15.410229850006402,0,137.0,60.0,23.0,81.33333333333333,1.684,3.0,1.0,3.0,130.0,58.0,25.0,77.0,1.688,2.0,2.0,2.0,104.0,34.0,19.0,74.0,1.405,0.0,1.0,2.0,111.0,42.0,16.0,71.0,1.563,2.0,0.0,0.0,94.0,17.0,16.0,55.0,1.709,0.0,2.0,3.0,68.0,32.0,16.0,64.0,1.062,2.0,2.0,2.0,61.0,20.0,14.0,55.0,1.109,0.0,1.0,2.0,68.0,25.0,18.0,70.0,0.971,0.0,0.0,2.0,59.0,24.0,16.0,65.0,0.908,1.0,1.0,2.0,63.0,16.0,14.0,48.0,1.312,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,2028,AZE,1.8073695617560146,-0.27460751229440383,3.778605665415099,2.642396516839767,-0.12333474115971256,4.788979262340316,3.881594977170448,0.3858482649696201,6.367218235174965,8.33136105576623,-0.012093988484496276,14.93480316293038,0,49.333333333333336,16.666666666666668,14.666666666666666,51.333333333333336,0.961,0.0,3.0,4.0,44.0,16.0,14.0,51.0,0.863,1.0,7.0,10.0,56.0,14.0,15.0,62.0,0.903,2.0,2.0,5.0,52.0,14.0,15.0,57.0,0.912,1.0,1.0,4.0,44.0,14.0,10.0,37.0,1.189,2.0,0.0,1.0,31.0,6.0,8.0,32.0,0.969,0.0,1.0,0.0,23.0,3.0,9.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,2028,IRL,2.1432695830635082,1.0033851467570867,4.001844276944403,2.823945963903606,1.9088158420069612,5.044885165940089,3.301789529069451,2.084676717537062,5.2247869505011435,8.269005076036565,4.99687770630111,14.271516393385635,0,114.66666666666667,51.333333333333336,17.0,69.33333333333333,1.654,2.0,0.0,2.0,125.0,59.0,20.0,76.0,1.645,0.0,2.0,0.0,76.0,26.0,14.0,57.0,1.333,1.0,1.0,4.0,64.0,28.0,14.0,54.0,1.185,0.0,1.0,2.0,55.0,16.0,12.0,43.0,1.279,0.0,1.0,0.0,64.0,24.0,10.0,52.0,1.231,3.0,0.0,1.0,78.0,16.0,13.0,70.0,1.114,1.0,1.0,0.0,58.0,9.0,12.0,47.0,1.234,0.0,1.0,0.0,42.0,14.0,10.0,35.0,1.2,0.0,0.0,1.0,25.0,1.0,7.0,23.0,1.087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,2028,TUR,2.0690471653355833,-0.5877775408381564,3.487181695104114,2.598735164519363,0.6816836604543878,4.968920557265217,2.94355693992414,0.3106002523588728,4.62861931106537,7.611339269779085,0.4045063719751042,13.084721563434702,0,102.66666666666667,50.333333333333336,19.333333333333332,89.0,1.154,2.0,2.0,9.0,107.0,50.0,18.0,94.0,1.138,1.0,3.0,4.0,100.0,47.0,21.0,88.0,1.136,1.0,1.0,1.0,112.0,64.0,16.0,80.0,1.4,1.0,1.0,3.0,67.0,19.0,12.0,67.0,1.0,3.0,0.0,2.0,57.0,15.0,10.0,58.0,0.983,4.0,1.0,1.0,53.0,9.0,9.0,55.0,0.964,2.0,2.0,2.0,41.0,5.0,10.0,43.0,0.953,1.0,1.0,0.0,41.0,5.0,9.0,40.0,1.025,0.0,0.0,3.0,46.0,1.0,10.0,49.0,0.939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34,2028,IND,2.374957561904197,1.1082485545497722,5.0361917367973374,1.9492522076882373,0.41910315844841695,4.168163208608593,2.90190176609298,1.167873020053235,4.285389961889194,7.226111535685414,2.6952247330514245,13.489744907295126,0,116.66666666666667,51.0,16.333333333333332,67.33333333333333,1.733,1.0,2.0,4.0,126.0,56.0,18.0,72.0,1.75,0.0,1.0,1.0,112.0,51.0,15.0,67.0,1.672,0.0,2.0,4.0,81.0,23.0,13.0,55.0,1.473,1.0,0.0,2.0,53.0,22.0,12.0,48.0,1.104,0.0,0.0,1.0,65.0,21.0,13.0,38.0,1.711,0.0,0.0,1.0,49.0,9.0,13.0,31.0,1.581,0.0,0.0,1.0,41.0,1.0,7.0,27.0,1.519,0.0,0.0,1.0,23.0,0.0,5.0,11.0,2.091,1.0,0.0,0.0,52.0,1.0,8.0,42.0,1.238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,2028,SRB,1.6237961945392239,-0.3024875664547817,3.749654750072952,2.141028459080397,0.7129263759436464,4.3832147145595854,3.0316990365239054,1.40745283614518,5.752163655986958,6.796523690143527,1.8178916456340446,13.885033120619497,0,101.33333333333333,44.333333333333336,15.333333333333334,50.0,2.027,3.0,1.0,5.0,87.0,44.0,16.0,47.0,1.851,2.0,4.0,2.0,103.0,45.0,14.0,56.0,1.839,1.0,1.0,2.0,116.0,36.0,15.0,55.0,2.109,0.0,1.0,2.0,87.0,24.0,11.0,42.0,2.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,2028,NOR,2.1389898194747246,0.7907218753321766,4.470580184428176,1.9700682943467203,0.20119804374589875,3.578137881353519,2.311147566254591,0.4804664970882156,4.0138105006401545,6.420205680076036,1.472386416166291,12.06252856642185,0,88.0,40.0,17.333333333333332,57.0,1.544,4.0,2.0,2.0,93.0,34.0,18.0,60.0,1.55,0.0,0.0,4.0,62.0,33.0,13.0,53.0,1.17,2.0,1.0,1.0,61.0,28.0,15.0,46.0,1.326,3.0,5.0,1.0,84.0,54.0,15.0,49.0,1.714,4.0,3.0,3.0,93.0,49.0,15.0,54.0,1.722,2.0,2.0,3.0,97.0,55.0,16.0,65.0,1.492,2.0,4.0,1.0,83.0,32.0,17.0,64.0,1.297,2.0,3.0,0.0,69.0,25.0,11.0,42.0,1.643,0.0,1.0,2.0,103.0,19.0,17.0,76.0,1.355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,2028,GEO,1.9708436622606196,0.7951430357232828,4.461764767959263,1.508876425978705,-0.04549306623770374,3.7330686499932826,2.921654093370311,1.2928679484315762,5.088764750189928,6.4013741816096354,2.0425179179171553,13.283598168142472,0,34.333333333333336,7.666666666666667,10.666666666666666,35.0,0.981,2.0,5.0,1.0,35.0,6.0,11.0,35.0,1.0,2.0,1.0,4.0,40.0,10.0,12.0,40.0,1.0,1.0,2.0,3.0,34.0,6.0,10.0,35.0,0.971,3.0,2.0,2.0,35.0,8.0,11.0,35.0,1.0,0.0,0.0,6.0,36.0,9.0,12.0,41.0,0.878,0.0,0.0,2.0,34.0,7.0,13.0,39.0,0.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,2028,ETH,2.5264533062666192,1.2206669728523998,4.566499570333565,1.3892374328392614,0.287402981325519,3.0046215277773203,2.430667963110725,1.155755545329549,4.021856712882921,6.346358702216605,2.6638254995074675,11.592977810993805,0,35.666666666666664,19.0,3.0,14.666666666666666,2.432,1.0,1.0,2.0,37.0,20.0,4.0,15.0,2.467,1.0,2.0,5.0,37.0,20.0,3.0,16.0,2.312,3.0,2.0,3.0,33.0,15.0,2.0,14.0,2.357,4.0,2.0,1.0,27.0,13.0,1.0,10.0,2.7,4.0,1.0,3.0,26.0,11.0,2.0,11.0,2.364,2.0,0.0,1.0,18.0,8.0,2.0,10.0,1.8,1.0,0.0,2.0,20.0,6.0,2.0,11.0,1.818,0.0,0.0,2.0,31.0,0.0,3.0,20.0,1.55,1.0,1.0,0.0,18.0,0.0,3.0,13.0,1.385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,2028,EGY,1.0873002095781286,-0.3631403831064414,3.178578202029776,1.979172079071256,0.7727691824108848,4.21664032696581,2.7289269981636144,0.9600320903224155,4.430232642413524,5.795399286812999,1.369660889626859,11.82545117140911,0,137.66666666666666,46.0,25.333333333333332,90.0,1.53,1.0,1.0,4.0,140.0,48.0,27.0,94.0,1.489,0.0,0.0,3.0,118.0,37.0,23.0,87.0,1.356,0.0,3.0,1.0,109.0,34.0,21.0,87.0,1.253,0.0,0.0,2.0,100.0,26.0,19.0,68.0,1.471,0.0,1.0,0.0,113.0,6.0,15.0,74.0,1.527,0.0,0.0,1.0,106.0,0.0,14.0,65.0,1.631,2.0,2.0,1.0,85.0,0.0,12.0,53.0,1.604,2.0,1.0,2.0,53.0,0.0,10.0,30.0,1.767,2.0,1.0,1.0,32.0,0.0,5.0,14.0,2.286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
